"Day","Title","Start","End","Facilitator/
Host camp","Location","Category","Vibes","Description","Comments","KID FRIENDLY","SEX POSITIVE","QUEER INCLUSIVE","ADULT ONLY","SOBER ONLY","Warning: Sensory content ","Warning: Triggering"
"Fri. 24 July","Cloud watching","15:00","17:00","Lazy camp","Bison - North, grid square P22. Inside a 10m diameter dome","Games/Play","🐵 Kid-friendly","Lay back, relax, and let your imagination fly, it’s cloud watching time! Spot dragons, donuts, dancing llamas. Who knows what floats by? Bring your wildest daydreams, and some chill vibes. No rules, no rush, just sky-gazing joy and fluffy fun above.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","HOUSE OF LEMURIA OPEN FOR ENJOYMENT","15:00","0:00","Passage to Lemuria","grid square P25. The southest part of bison, look for a portal like entrance","Art/Installation","🌈 Queer-inclusive","Need a moment to land? Come rest in the space, soak in ambient sounds, explore the light installations and simply enjoy the space.","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Intuitive music liberty meditation","15:00","15:30","Liberty / ❤️ The Heart ❤️","Highlands, grid square M11. Look out for the flag with the big heart on it!","Workshop/Class","🦍 Adults only","Relax, recharge and maybe even transform your life towards more freedom. The international solo artist Liberty a.k.a Anna Jois takes you through a journey with her intuition. She feels the space and then she fills the space with powerful music, words and her angelic singing voice that might pierce through your soul and open you up to freedom.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Got milk? Adult breastfeeding exploration","15:30","17:00","Klara / End Of The Rainbow","Bison - North, grid square N20. Bison - North, Southwest of Shameless Plaza","Workshop/Class","🦍 Adults only · 🌈 Queer-inclusive · 🖤 Sex positive","Tender. Primal. Sensual. The comfort of being held and nurtured - skin to skin, close, real. Explore actual nursing - milk optional. Flat, hairy, big, small, scars - every breast, every gender belongs. Nurse, be nursed, feed, be fed, or both. Come with a partner or find one or more in the workshop.","","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Sound Journey with Maria","16:00","18:00","Maria Botin / Chilldome","Highlands, grid square M11. Big dome on the Penta Plaza.","Workshop/Class","","Let your Friday evening take off to the vibrations of singing bowls. Perhaps there will be a flute. There will definitely be singing, parts of Swedish folk songs which I write, and then tweak, because it’s all about the energy of the room, of the moment.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","House of SIN: The Four Sensual Agreements","16:00","17:00","Inbar / Club SIN","Bison - North, grid square N19. By the Shameless Plaza","Workshop/Class","🦍 Adults only · 😇 Sober · 🖤 Sex positive","The Four Agreements of Touch is a playful workshop for couples or two consenting adults exploring conscious touch through four games: Receiving, Giving, Taking, and Allowing. With clear agreements, curiosity, and communication, you choose the level of intimacy, clothed or deeper, by shared consent..","","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Fri. 24 July","Turkish Coffee & Baklava","16:00","17:00","Haky & Merci / Haky & Merci","Arctic chill, grid square L08. Orange Van","Food/Drinks","😇 Sober","Come, whoever or whatever you are, and share with us a cup of delicious Turkish coffee and a sweet baklava.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Fri. 24 July","Burners bingo!","16:00","18:00","Lazy camp","Bison - North, grid square P22. Big 10m diameter dome","Games/Play","🐵 Kid-friendly","Bingo! Burners Edition is not your grandma’s game night. It’s wild, weird, and
full of sparkle. Expect Burner-style chaos. Costumes encouraged, laughter
guaranteed. Eyes on your card, bingo glory awaits!","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Bistro Francais","16:00","19:00","Le Bistro Francais","Lowlands, grid square Q12. We welcome you at the Lowlands Plaza","Food/Drinks","🐵 Kid-friendly","A corner of Paris in the woods — wine, peanuts, and the art of l’Apéro.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Braiding Workshop","16:00","17:30","Hrm Fellonia / Njorunns Garden","Downtown, grid square M20.","Crafting/Pimping/Arting","🐵 Kid-friendly","Wanna look fancy for your Friday festivities? Not sure how to get those braids just right? I'll help you gather those locks into fabulous braids — the classic 3-strand, French and Dutch braid, twists and 4-strand variations. Bring: yourself, at least 10 cm of well-brushed, reasonably clean hair, a hairbrush, hair ties, and as much patience as you can muster! Braiders and braidees alike welcome — luxury hairspa seekers, this is your day!","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Circling with a focus on the theme of freedom","16:00","18:00","Runi / Secret Garden","Downtown, grid square M21.","Workshop/Class","🦍 Adults only · 😇 Sober · 🚨 Triggering themes","A Circling session with a focus on the question ""What would you do in this moment if you felt completely free""","","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"Fri. 24 July","Cosmic download","16:00","20:00","STEFAN - The sweet man, swede man, hilaaarious","Lowlands, grid square R13. LOWLANDS. - 50 m Behind Spaceport, at the grass border","Music/Performance/Show","💥 Sensory content","Maybe your favorite acid musical experience - Maybe you are the musical experience? Contact Stefan for more information.","","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Fri. 24 July","PINK FLOYD X Liquid Light Show","16:00","17:00","Hanna Hedlund / The Church","Downtown, grid square K21.","Music/Performance/Show","","Come and enjoy Pink Floyd music combined with live psycadelic visuals. The tracks and light show will be on the calmer side so you can enjoy it in whatever state of mind you're in. Welcome old Pink Floyd fans, new ones who want to fall in love with their music and any other lost Borderling.

Also to clarify: this will take place upstairs in The Church but it is NOT an orgy.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Beavers & Nymphs Go Swimming!","16:00","18:00","Nyxie / The Sapphic Pond","Sunny Hills, grid square J21. Look for the lesbian flag, we fly it on a pole and spread it on the ground at the Pond, right by the Police Clown. Every day at 16:00 we march from there down to the water with the flag held high. Just follow the pink, orange and white stripes (and the trail of happy sapphics heading for a swim) 🐸","Games/Play","🦍 Adults only · 🌈🌈 Queer-focused","Every day at 16:00 we rise from the Pond and parade to the lake, lesbian flag flying, for 2 hours of swimming, floating, splashing and sun. Beavers, nymphs & neighbours all welcome to join the procession. Come get wet with us 💦🏳️‍🌈 Meet at the Pond, follow the flag.","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","🏖️ Trippy Minimal Beach Party","16:00","22:00","Alonso Lozano","Sunny Hills, grid square G22. On the jetty by the lake, in SUNNY HILL (Swampy Lovebugs)","Party/Gathering","🦍 Adults only · 🌈 Queer-inclusive · 🖤 Sex positive","Remember Cupid’s Garden Acid Fridays? 🌞 Cupid’s is taking a break, but the Trippy Minimal Party returns as a Beach Day Party! Join us på bryggan vid sjön for groovy minimal, a refreshing swim and a fresh start before the last days of beautiful chaos. 💙
DJ line-up: Alonso Lozano + TBA","","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Smooth Honey for the Nervous System","16:15","18:00","Myra Tschante / Tantric Trolls","Highlands, grid square N11.","Yoga/Movement/Bodywork","","Smooth Honey for the Nervous System is a gentle workshop designed to help you release the tension of an intense week at BL, calm your nervous system, and reconnect with a sense of ease. Leave feeling lighter, more grounded, and ready to fully enjoy the final days of the festival.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Nordic Sun and Earth songs","16:30","17:30","Rolf / Yggdrasil","Highlands, grid square O10. in the big Tipi","Music/Performance/Show","","Workshop, singing, druming, dancing, to celebrate life on Mother Earth. Together with Rolf we will have a magic time singing, druming and dancing. Bring your own drum if you have. Most welcome.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Tantric Tango","17:00","18:00","JJ / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Workshop/Class","","Dancing Tango together is a game of leading and following, a connection with yourself, and from yourself with the other. During this workshop we focus on the playfulness of connection, as we hope to melt together like four-legged animals to the music. Absolute beginners are welcome.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Diatribe - The History of Misogyny, Parts 1-5","17:00","17:30","Anustotle","Sunny Hills, grid square I20. Exact location will be decided on site. Probably somewhere around the Sunny hills.","Music/Performance/Show","🐵 Kid-friendly · 🚨 Triggering themes","A series of presentations on how humans wound up with Patriarchy.
Lesson 1 - The First 96% of Human History
Lesson 2 - Earth Goddess vs Sky Father
Lesson 3 - Conquest and Control
Lesson 4 - God Hates Women
Lesson 5 - A Path Forward","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"Fri. 24 July","Flow Prop Playground","18:00","19:00","Fire Brigade / Fire Brigade","Swamp, grid square S16. In The Swamp at Fire Plaza, a gallery and red carpet area opposite the large tent of CIRCUS the ANALOG.","Yoga/Movement/Bodywork","","You keep seeing these mythical creatures playing with fire and lights? Anyone can learn it! This is an opportunity to try out different toys and learn some tricks. No matter if you’re completely new to flow arts, want to try a prop you haven’t before, or practice one you know well.","Recurring: expanded to 4 days (Mon. 20 July, Tue. 21 July, Thu. 23 July, Fri. 24 July); shown on: Fri. 24 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","KISHMASTLE PARTY - Sounds of the black hole Urannuss-X (Tech house, Bounce, Indie dance, Dark disco)","18:00","0:00","Kishmastle Spacestation / Kishmastle Spacestation","Muumin Valley, grid square F10. From sanctuary-follow the forest path toward the valley. Where the forest meets the valley, take a left and enter the gate of Alvheim, cross the bridge on your right and enter the spacestation (or look for a big ass spaceship and listen for banging music)","Party/Gathering","💥 Sensory content","Alert: Extreme gravitational anomaly! Our starship is pulled into the event horizon of Urannuss-X—a tropical, magnetic Black Hole where physics bend to attraction. There is no escaping this cosmic sweatbox. The gravity perfectly mimics deep, heavy basslines echoing from its core, drawing bodies closer together. Tonight, we release a heavy stream of house, bounce, and infectious rave music designed to make you lose your inhibitions. Surrender and let the groove drag you straight to the center!","","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Fri. 24 July","Jazz in the Afternoon","18:00","19:00","Soren / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Music/Performance/Show","","Jazz in the Afternoon","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","The Night of 1001 Stories","18:00","19:30","Ania / The Genie's Lamp","Highlands, grid square N13. Agrabah Village, in south eastern Highlands","Ritual/Ceremony","🦍 Adults only · 😇 Sober","📖🌌 Sharing our stories acts as a powerful bridge that fosters empathy. Bring a short story, a poem, or a memory, that you carry close to your heart! Listen, speak, and feel what connects us.","","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Fri. 24 July","SSS – Sex Magic at Six @ Sunny Hills","18:00","19:00","Angela & Martina / The Golden Caravan Camp","Sunny Hills, grid square I20. look out for the ""SSS"" sign","Ritual/Ceremony","🦍 Adults only · 🖤 Sex positive","Calling all Kundalinis and curious beings for an Energizing Breath Ritual.

With the heightened energy, openness, and playful spirit of Friday, you may awaken your Kundalini energy. If you're lucky, you might even experience an energetic orgasm... 😉

A guided solo practice, held and amplified by the collective energy field. Let's play.

Clothes on — just bring a blankie.","","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Surrendering to the Divine Goddess","18:15","20:15","Nocturne / Tantric Trolls","Highlands, grid square N11. Penta Plaza","Workshop/Class","🦍 Adults only · 😇 Sober · 🖤 Sex positive","Venerate Her! Only the most faithful disciples will journey to the Temple of the Divine Goddess. At the heart of this sacred space we will explore the intricate dynamics of D/s via rituals of foot worship. The disciples will awaken The Goddess and then we will bear witness to Her glorious ascension!","","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Fri. 24 July","Live Talk Show  - Confession time - Live report","18:30","20:00","Pacho Herrera / Moonwalkers","Highlands, grid square L09.","Music/Performance/Show","🦍 Adults only","Time to share. Are you finding love, lost your friends, discovering the meaning of life. Return to confess.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Bistro Francais Happy Hour","19:00","20:00","Le Bistro Francais","Lowlands, grid square Q12. We welcome you at the Lowlands Plaza","Food/Drinks","🐵 Kid-friendly","Happy Hour à la Française! — Sparkling wine, peanuts, and the art of l’Apéro.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Healing vibrations","19:00","20:30","Tim / Yggdrasil","Highlands, grid square O10. in the big Tipi","Music/Performance/Show","","Come enjoy the healing sounds of crystal singing bowls and vibrations of weighted tuning forks. We will enjoy 30-40 minutes of sound healing and after that we pair up to enjoy tuning forks with different frequencies.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Silent Chill","20:00","22:00","Arataki / Chilldome","Highlands, grid square M11. Big Dome on the Penta Plaza.","Music/Performance/Show","","A synth-heavy set mixing ethereal tracks from the Silent Hill soundtrack with trip hop and downtempo classics (Portishead, Massive Attack, DJ Shadow, etc.). Industrial lullabies with slow-burning beats and strings dripping with aura.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Cheese Doctors @ Institute of Insanity","20:00","21:00","Institute of Insanity","We show up at various spots on the playa","Food/Drinks","🦍 Adults only","Interactive pop‑up Performance by The Cheese Doctors @ The Institute of Insanity: reality‑bending experiments, cheese‑based treatments, and strictly confidential participation. Are you ready to be examined by cheese?","Recurring: expanded to 3 days (Tue. 21 July, Thu. 23 July, Fri. 24 July); shown on: Fri. 24 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Escape-The-Acid-Friday-Temple-Night","20:00","2:00","Sacred Kink","Swamp, grid square R18. Near the water plaza in the swamp","Ritual/Ceremony","🦍 Adults only · 😇 Sober · 🖤 Sex positive","Explore hidden desires from the unconscious, lifting up the repressed, the taboo... A sacred space to discover new ways of lust and naughtiness, where your kinks are welcomed as a divine part of yourself. The tent of our dreams: soft pillows, mattresses, cozy decoration, lots of beautiful bodies <3 Maybe a surprise! Maybe a secret theme! Maybe it's all connected! Adults only. Sex positive space. Heavily grounded in consent. Completely sober.","","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Fri. 24 July","Fireside talk","20:00","22:00","Heinz / Secret Garden","Downtown, grid square M21. Come to the Växthus in Secret Garden","Weird shit/Other","😇 Sober · 🚨 Triggering themes","Let's have a deep and authentic dialogue about important and controversial topics. Maybe it's something Borderland related, or something from the default world that impacts us all. Let's listen to each other's perspective with an open heart and mind and maybe we can integrate all those polarities a bit more.","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Fri. 24 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"Fri. 24 July","Chai Dream","20:00","22:00","Laura / Shimmering by the forest edge","Arctic chill, grid square O06. In the Arctic Chill, close to Pamper Plaza, behind the camp ""Women who supports women""","Food/Drinks","🦍 Adults only","Come shimmer with us! As night chill creeps in, we're brewing warmth: Vegan spiced Chai with oat milk, plus nibbles on the side. Sing, cuddle, talk under the stars. All kinds of souls welcome! Bring your cup, your voice, just yourself. Let's get cozy by the fire!","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Cozy trippy gathering","20:00","22:00","Noé / Shimmering by the forest edge","Arctic chill, grid square O06. In the Arctic Chill, close to Pamper Plaza, behind the camp ""Women who supports women""","Party/Gathering","🦍 Adults only","A gathering for those who trip differently. If you'd rather have philosophical discussions than party and laugh, if you're the emotional type, if you're sensorially overwhelmed or simply need a chill space, then come to our warm tipi. There will be warm chai, crafts, and like-minded people.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Sound Journey Ceremony","20:00","22:00","Sound Awakening Tribe & Friends / Temple of Sound","Eastern Slope, grid square V18.","Ritual/Ceremony","🦍 Adults only","Welcome to the Temple of Sound 🪐 Enter a sacred space of breath, healing sounds and powerful vibrations. Through gongs, didgeridoo, throat singing, drums, flutes and handpan, we will guide you through an immersive journey into altered states of consciousness. 🌌","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Fri. 24 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Live/ambient sessions","20:00","1:00","Lars / The Church","Downtown, grid square K21. The Church, Downtown","Music/Performance/Show","💥 Sensory content","The Church changes gear for an evening of live music, ambient sets and chilled vibes. Playspace closed.","","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Fri. 24 July","A Dance with the Desert Spirits","20:00","22:00","The Djinns / The Genie's Lamp","Highlands, grid square N13. Agrabah Village, in south eastern Highlands","Party/Gathering","🦍 Adults only","🪩🐍 Welcome to a desert inspired music session, where you can dance, sway, or slither around on our magical carpets. Fill The Genie's Lamp with energy that can ebb and flow against the rhythm. Dancing, whilst laying down, is much encouraged by the Djinns!","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Fri. 24 July","Find Your Sapphic Soul Mate","20:00","22:00","Nyxie / The Sapphic Pond","Sunny Hills, grid square J21. Look for the lesbian flag, we fly it on a pole and spread it on the ground at the Pond, right by the Police Clown.","Games/Play","🌈🌈 Queer-focused","Opening-night magic: pin your heart to the Soul Matchmaking Board and let the Pond play cupid. We'll show you how it works, then set you loose to find your person (or your Tuesday-night U-Haul partner). Bring your crush energy 🐸💘","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Blindfolded Non-verbal Slow Lesbian Dating","20:00","23:00","The Sapphic Frog / The Sapphic Pond","Sunny Hills, grid square J21. Look for the lesbian flag, we fly it on a pole and spread it on the ground at the Pond, right by the Police Clown.","Games/Play","🌈🌈 Queer-focused","Enter blindfolded, meet in the dark. A self-organized space for slow, non-verbal, consensual connection, no eyes, no words, no idea if she's flirting (she or they is). The cure for the lesbian sheep problem 🐑🐸","Recurring: expanded to 2 days (Thu. 23 July, Fri. 24 July); shown on: Fri. 24 July","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","WEDER live","21:00","23:00","WEDER / Circus the Analog","Swamp, grid square S18. Huge Circus tent","Music/Performance/Show","💥 Sensory content","WEDER fuses funked up house and dreamy techno built around his array of modular synthesizers. Yes, all this noise is happening live!
His productions build upon distorted 303 riffs, violin hooks and organic percussion - Music for the head in the cloud and both feet on the dancefloor.","","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Fri. 24 July","Hexology Magical Interactive Ceremony","21:00","2:00","Hexology","Lowlands, grid square R12. Look for the neon sign","Art/Installation","🐵 Kid-friendly · 💥 Sensory content","If you have the courage to come find our coven at night we will reward you with a special treat!  Only a few will experience our special magic ritual and learn how to cast spells.  Will it be you?  (We serve groups of 2-8 people for 15 to 30 minutes.  Kid Friendly!).","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Fri. 24 July","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Fri. 24 July","Open night by the fire","21:00","3:00","Camp Yggdrasil / Yggdrasil","Highlands, grid square O10. in the big Tipi","Party/Gathering","","Come, friend, and sit with us. Beneath the roots of the earth tree, we welcome you. Share your stories, warm yourself at our crackling fire and just be, for a while. You are welcome here. Just the way you are.🔥✨","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","1+1+1  -  a trio exploration","21:30","0:30","Luca / End of the Rainbow","Bison - North, grid square N20. End of the Rainbow (N20)","Workshop/Class","🦍 Adults only · 😇 Sober · 🌈 Queer-inclusive · 🖤 Sex positive","Ever thought of a threesome? It seems like the whole world is in pairs, lets break this mold and explore how we can connect and explore beyond. A Spicy, playful and erotic exploration how to navigate in triads. You are welcome alone or with your (play)partner(s) within all genders and orientation.","","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"Fri. 24 July","Purple Rain Happy Hour","21:30","22:30","Soren and Friends / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Ritual/Ceremony","","1 hour of Prince's 'Purple Rain' on vinyl repeat, subject to neighbourly tolerance. A sparkly friday night Borderland tradition, but this time even purplier as we use the whole plaza for one final final encore.. (Please note the DJ takes requests, but only for one song). Bring an umbrella in case of rain..","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","The Velvet Lounge","22:00","0:00","The Velvet Lounge / Pink Parachute","Lowlands, grid square P13. Look for our open sign","Party/Gathering","🌈 Queer-inclusive","The Velvet Lounge appears on its own schedule: look for the open sign 🕯️. Gender-ambiguous bartenders pour your drink and read your tarot. Slow dance barefoot. Fall backwards into deep conversation. Shy kisses only. A sensual, surreal, softly clown-haunted place for warmth and connection 🔮🥀","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","FREAK OUT FRIDAY","22:00","5:00","The Bears / The Bear's Den","Sunny Hills, grid square H19. Turn between The Grateful Grogg and Discotech Engineering, then head for the tent by the edge of the forest.","Music/Performance/Show","","The Bear loses its mind. Journey through high-energy bass music on our hand-crafted sound system. Live improvisation and strange turns may occur.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Burning Sinnergirl","22:00","1:00","Sinnergirl crew","Sunny Hills, grid square I20. Sinnergirl will be burned at the same location where Grateful Grogg will have been burned the day before.","Art/Installation","💥 Sensory content","Join us on Friday for the burn of Sinnergirl. Throughout the week, Borderlings are invited to leave testimonies of pain, grief, hope, and joy on her walls. Together, we will honour what was, let go of what we carry, and transform it all into memory, ash, and light.","","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Fri. 24 July","Lucifer's sock wrestling tournament extravaganza","22:01","22:22","Lucifer / Lucifer's Pit","Downtown, grid square K18. in the giant satanic pit in the barn","Weird shit/Other","🦍 Adults only · 💥 Sensory content","Do you think you have what it takes to give yourself to lucifer and to take other people's socks off their feet while dangling deep in lucifer's pit? Then come to lucifer's pit for the most spectactuar sock wrestling tournament spectacular! Bringer of Light! Eater of socks! hijinks will ensue","","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"Fri. 24 July","Salon à la Fox / Opening Cabaret / DJ Sets","22:30","4:00","Foxhole Public Area","Lowlands, grid square Q11.","Music/Performance/Show","🦍 Adults only · 🖤 Sex positive · 💥 Sensory content","The Foxhole opens its velvet curtains.

Slip into a candlelit salon where burlesque, pole, cabaret, masks, mischief, and a touch of the unexpected unfold throughout the night. Sip delicious drinks, linger a little longer, flirt with curiosity, enjoy our playroom, applaud generously, dance and let yourself be surprised.

A place where glamour meets play, and every fox has a front-row seat.","Recurring: expanded to 2 days (Fri. 24 July, Sat. 25 July); shown on: Fri. 24 July","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"Fri. 24 July","Friday night Music Happening, suitable for a Friday evening..","22:30","23:30","??? / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Music/Performance/Show","","Something Suitable for a Friday Evening..","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Trance is dead","23:00","2:00","Ruby / Circus the Analog","Swamp, grid square S18. Huge Circus tent","Music/Performance/Show","💥 Sensory content","We finally survived the resurrection of trance music. But the next trend is waiting around the corner! Come to the circus and enjoy a handpicked collection of timeless acid house music on vinyl.","","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Fri. 24 July","LED dance performance","23:00","23:59","Egil / DansBanderLand","Swamp, grid square T19. The LED dansbana (= pavilion)","Music/Performance/Show","","No, you're not just imaging the sparkling lights. Welcome to a place where the flowartists of Borderland gather and show off, not with fire, but with the entire palette of the rainbow.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","LIVE JOURNEY: Bass Music X Throat Singing","23:00","0:30","Max & Dawe / The Bear's Den","Sunny Hills, grid square H19. Turn between The Grateful Grogg and Discotech Engineering, then head for the tent by the edge of the forest.","Music/Performance/Show","","Join Max & Dawe on a communal dance trip into the bear’s den. Bass music with live improv vocals and experimental electronics weave into a story shaped by the audience. Will we rave again? Maybe heal some pain? You choose the way, we all will play!","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Lesbian Sleep Puddle","23:00","8:00","Regina / The Sapphic Pond","Sunny Hills, grid square J21. Look for the lesbian flag, we fly it on a pole and spread it on the ground at the Pond, right by the Police Clown.","Ritual/Ceremony","🌈🌈 Queer-focused · 🖤 Sex positive","A warm communal cuddle-nest in the Summerge tent, held by Regina through the small hours. Crawl in, get cozy, be held against the cold and the loneliness. 🐸🌙","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Fri. 24 July","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","Space Bass Closing Party","23:30","2:00","??? / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Music/Performance/Show","","Spaceport Closing Party, we never know what will happen- it could be the silence of windswept weeds, it could be madness.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Fri. 24 July","The Divine Dough Sanctuary ceremonial sweet delights pop up","23:30","2:00","Tuomas, Chris, Darja, Jessu / The Divine Dough Sanctuary","This event will be hosted at the Gods of Borderland altar (location unknown for now) If you have not found it during the week, we will make signs and spread gossip so you can find us. If it rains we will be at The Divine Dough Sanctuary at the Wedge in the Cuddle Cove neighborhood.","Art/Installation","🌈 Queer-inclusive","After all the journeying and intensity of Friday, step into a deeply ceremonial, candlelit space where we serve wonderful baked delights for your belly, accompanied by a live ambient violin set. This is a place to experience something sacred. We kindly ask that you keep conversation to a minimum.","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
