"ID","How to find","Grid","Name","Neighbourhood","People","Area type","Size (m2)","Size other (m2)","Description","Part of JOMO?","Worth adding?","Category","DONE","How to find","","","","","",""
"1533","Highlands, grid square N13","N13","The Tribe","Highlands","3","public-offering","25","9","tribal jam sessions with singing and percussions
intuitive painting
tribal dance movement","","1","🔮 Ritual/Ceremony","","Highlands, grid square N13","","","","","",""
"1535","Bison - South, grid square M22","M22","Emmatt","Bison - South","2","normal-camp","20","0","Sleeping area","","","","","","","","","","",""
"1536",", grid square G11","G11","Fungal refuge ","","7","public-offering","108","0","This is a chill-out space for travlers in need of rest and safe space.

Fungai themed chill out area. A co-creation of kishmantal and alvheim.","1536","1","","","","","","","","",""
"1537","Bison - South, grid square P22","P22","Mattem","Bison - South","2","normal-camp","20","0","Sleeping area","","","","","","","","","","",""
"1539","Swamp, grid square T16","T16","Bourbéléphant Bourbon Lounge","Swamp","2","normal-camp","33","14","This camp is our chill out / sleeping / storage space. We may be hosting karaoke in other areas of the event along with our blue elephant watering can. 
Ideally we'd like a bit more space if possible - leaving 5m all around for now. Happy to collaborate with neighbours!","","","","","","","","","","",""
"1542",", grid square O24","O24","Flaming Octet","","8","normal-camp","299","0","Free campers lovers","","","","","","","","","","",""
"1543","Lowlands, grid square S10","S10","Convoy UK","Lowlands","11","normal-camp","300","20","Placeholder polygon for Convoy","","","","","","","","","","",""
"1544","Wedge, grid square R22","R22","The Divine Dough Sanctuary","Wedge","23","public-offering","286","10","Public offering serving artisan pizza, live music and workshops","1544","1","","","","","","","","",""
"1546","Far Flung Field, grid square W08","W08","cunty's corner","Far Flung Field","1","normal-camp","10","0","A quiet place for me","","","","","","","","","","",""
"1547","Arctic chill, grid square M07","M07","Laser Harpists","Arctic chill","4","normal-camp","54","0","Hey we are a group of free campers (one half french) who hopefully can perform a bit with our Laser Harp","","","","","","","","","","",""
"1550","Eastern Slope, grid square U20","U20","Assimilated locals","Eastern Slope","5","normal-camp","146","0","If you can't fight them, join them.
We can fix things.","","","","","","","","","","",""
"1552","Eastern Slope, grid square V15","V15","Camp Kitty Couture","Eastern Slope","6","normal-camp","83","0","RV camp with friend, no sound other that mjaaauw.","","","","","","","","","","",""
"1556","Far Flung Field, grid square Z10","Z10","Free as fuck","Far Flung Field","2","normal-camp","26","0","Freecamping","","","","","","","","","","",""
"1558","Eastern Slope, grid square W17","W17","Crispy Queens","Eastern Slope","5","normal-camp","68","0","Easy going and chill campers from Sweden, Germany and the US  &lt;3 ","","","","","","","","","","",""
"1559","Arctic chill, grid square L04","L04","Kunts and Flaps 2","Arctic chill","4","normal-camp","41","0","In case the hill across the road is really too steep for our group, we'll also claim a small area by the toilets so we can stay together.","","","","","","","","","","",""
"1560","Eastern Slope, grid square W20","W20","three musceteers","Eastern Slope","8","other","238","0","chill vibe, low key music, good food.","","","","","","","","","","",""
"1561","Downtown, grid square M20","M20","Sloth Cafe & Late Night","Downtown","9","normal-camp","385","1","Sloth Cafe:
We are bringing speciality coffee and cookies to the playa. 


Late Night!:
A late-night talk show full of Skits, commercials, technical difficulties, and A-list celebrities (you).
Show times and locations will be posted here in the future :)","","","","","","","","","","",""
"1562","Bison - South, grid square O24","O24","Three Musketeers and a Slut","Bison - South","9","normal-camp","209","0","A place for chill & mischief","","","","","","","","","","",""
"1568",", grid square W14","W14","Three Musketeers and a Slut","","3","normal-camp","95","0","A place for mischief and chill","","","","","","","","","","",""
"1572","Far Flung Field, grid square W10","W10","Dziupla","Far Flung Field","2","normal-camp","66","0","A place to hide from the entitled sparkle ponies","","","","","","","","","","",""
"1573","Muumin Valley, grid square G08","G08","haybale wall","Muumin Valley","0","other","10","0","Hyperstition: Feel free to update the shape =)","","","","","","","","","","",""
"1574","Muumin Valley, grid square G09","G09","haybale wall ","Muumin Valley","0","other","5","0","Hyperstition: Feel free to update the shape =)","","","","","","","","","","",""
"1575","Lowlands, grid square S10","S10","Meat and Greet","Lowlands","5","normal-camp","80","30","Small freecamping camp with a big barbeque","","","","","","","","","","",""
"1576","Bison - South, grid square P23","P23","ArtCar Valet Camp","Bison - South","4","normal-camp","33","2","","","","","","","","","","","",""
"1577","Swamp, grid square S17","S17","G String","Swamp","1","art","36","0","A piece of string and some blinky lights.  

Black Rock City's most fashionable art installation.  Simply place G String on your head and enjoy a 2 minute mind blowing experience.  This installation's evolution was guided by the 10+ Principles and exhibits them all simultaneously.  Thanks Fund33","","1","","","Swamp, grid square S17","","","","","",""
"1578","Swamp, grid square S18","S18","RV Camping","Swamp","0","normal-camp","101","0","RV Camping for the Cirq
","","","","","","","","","","",""
"1579","Eastern Slope, grid square U19","U19","Constellations new","Eastern Slope","35","normal-camp","265","0","Camp for the extra conestllations people. Around 15","","","","","","","","","","",""
"1580","Swamp, grid square S18","S18","CIRCUS the ANALOG","Swamp","0","normal-camp","28","0","Camping zone","","","","","","","","","","",""
"1581",", grid square M03","M03","Holy Mess sleeping","","11","normal-camp","117","0","A quiet place to sleep","","","","","","","","","","",""
"1582","Eastern Slope, grid square V18","V18","Waffles offering","Eastern Slope","1","public-offering","14","9","Popup style waffle/muurikka pancake stand, likely on Tuesday, Wednesday and Thursday evenings.","","1","🍯 Food/Drinks","","Eastern Slope, grid square V18","","","","","",""
"1583","Eastern Slope, grid square U21","U21","Piece of love","Eastern Slope","6","public-offering","157","0","Panncaces and massage. Chill vibes and low key music ","","1","🫖 Care/Support/Pampering","","Eastern Slope, grid square U21","","","","","",""
"1586",", grid square Q23","Q23","Valet camp - westbound","","4","normal-camp","46","0","","","","","","","","","","","",""
"1587","Sunny Hills, grid square I22","I22","Fairy Winx Club ","Sunny Hills","10","normal-camp","140","40","Winx Club  Camping area  ","","","","","","","","","","",""
"1588","Arctic chill, grid square N04","N04","Flower Power","Arctic chill","2","normal-camp","22","20","Caravan camp for 2 people","","","","","","","","","","",""
"1589","Swamp, grid square R20","R20","1+1=11","Swamp","3","normal-camp","37","0","This is the 1+1=11 camp where power of the people is exponentially growing from 1.","","","","","","","","","","",""
"1590","Forest Cave, grid square K23","K23","LuckyPotLicky","Forest Cave","4","public-offering","34","15","A BYO potluck space for food, treats, ideas and experiences. This is an experimental space where anyone from any corner of the world can bring anything they like to share with likeminded rainbow warriors. If you pass by hungry, you will not leave so. Licking your plate is OK!","","1","🍯 Food/Drinks","","Forest Cave, grid square K23","","","","","",""
"1594","Arctic chill, grid square L08","L08","Cosmic Chaos (& Kunts?)","Arctic chill","13","normal-camp","240","150","This is where us Cosmic Carnivalists and Kunts and Friends could offer offerings, camp and sleep","","","","","","","","","","",""
"1596","Arctic chill, grid square M08","M08","the lo key camp","Arctic chill","6","normal-camp","274","0","how low can you go?","","","","","","","","","","",""
"1597","Eastern Slope, grid square W20","W20","Lostdoggos","Eastern Slope","4","normal-camp","35","0","Two swedes, a Swiss and two doggos.
Offering drinks & dog cuddles.","","","","","","","","","","",""
"1599","Wedge, grid square R22","R22","Transformation office","Wedge","0","public-offering","20","16","Transformation office aids you with your transformation, big or small.","","1","🎲 Games/Play","","Wedge, grid square R22","","","","","",""
"1601","Sunny Hills, grid square J21","J21","The Sapphic Pond","Sunny Hills","10","public-offering","103","3","The first ever sapphic meeting point at Borderland! The Pond invokes all the femmes into femmes: lesbians, bi, curious, queer, Nb, and pansexual women to emerge from the waters 💦","1601","1","","","","","","","","",""
"1602","Far Flung Field, grid square W08","W08","3 beauties","Far Flung Field","3","normal-camp","115","20","3 friends freecamping, looking for a space to chill!","","","","","","","","","","",""
"1616","Forest Cave, grid square J24","J24","Free campers camp","Forest Cave","18","normal-camp","237","0","Kitchen and sleeping grounds for our camp.","","","","","","","","","","",""
"1617","Eastern Slope, grid square V15","V15","Bergsgetterna","Eastern Slope","3","normal-camp","94","0","Tre ","","","","","","","","","","",""
"1619","Bison - South, grid square M22","M22","Camp Det löser sig!","Bison - South","2","normal-camp","26","0","Normal camp with a van. Two people from Gothenburg.","","","","","","","","","","",""
"1897","Swamp, grid square U16","U16","Cozy camp bar area","Swamp","10","public-offering","188","18","Bar and sleeping for cozy camp across the road","","1","","","Swamp, grid square U16","","","","","",""
"1810","Lowlands, grid square R09","R09","the kids out post","Lowlands","2","public-offering","10","0","A place for the kids’ parents to hang out and play.","","1","","","Lowlands, grid square R09","","","","","",""
"1889","Highlands, grid square N10","N10","Holy Shit!","Highlands","1","public-offering","25","0","A sacred rest stop for the curious, the contemplative, and the urgently inspired.
Help yourself to something from the jars. Flip a card. Make a confession. Get questions answered about the backdoor play.
No queue. Just you, questionable snacks, and the quiet wisdom that has always lived deep inside.","","1","🎲 Games/Play","","Highlands, grid square N10","","","","","",""
"1659","Arctic chill, grid square L07","L07","PJ Camp","Arctic chill","6","public-offering","153","35","Placement for Pimp My Parts dream and the Pussy Juice camp. A playful, juicy oasis of sparkle and chaotic kitten energy at Borderland.","","1","","","Arctic chill, grid square L07","","","","","",""
"1620","Arctic chill, grid square M07","M07","The Oasis","Arctic chill","6","public-offering","99","0","Come by for a ceremonial grade cacao, a hang-out, sit-down or workshop in our wonderful tipi. ","","1","🫖 Care/Support/Pampering","","Arctic chill, grid square M07","","","","","",""
"1621",", grid square Y16","Y16","Lotus Camp","","1","normal-camp","20","10","One person tent + kitchen/hangout space + public chill space / art project","","","","","","","","","","",""
"1625","The Villa, grid square K15","K15","Schlafsterne","The Villa","2","normal-camp","19","0","So it’s basically a rented trailer for 2 Girls who have never been to borderland and are quite nervous, so sanctuary sounds lovely ","","","","","","","","","","",""
"1627","Forest Cave, grid square J23","J23","The Void","Forest Cave","0","art","25","25","Infinite Hippy Trap!

Step inside The Void — a shimmering silver cube that seems to have slipped through a crack in reality and landed at The Borderlands.

Built from reclaimed materials and fresh from Burning Nest and Nowhere, The Void returns bigger, bolder, and more mesmerising than ever.

Whether you’re seeking a moment of calm, a spark of wonder, or a full-on mind-bending experience, The Void invites you to step inside… although you might find more than you bargained for within!","","1","🎨 Art/Installation","","Forest Cave, grid square J23","","","","","",""
"1628","Arctic chill, grid square O05","O05","Borderlife","Arctic chill","10","normal-camp","321","50","A group of chill burners camping together.","","","","","","","","","","",""
"1630","Highlands, grid square N09","N09","B.L.U.E Bureau","Highlands","18","public-offering","376","60","Bureau of Logical Universal Enquiries.
Unlicensed detectives solving any cases badly. Join our questionable academy for absurd workshops, blue snacks, and the art of professional confusion.","1630","1","","","","","","","","",""
"1631",", grid square J11","J11","Disco ball ","","16","art","295","0","We will put a big spinning disco ball here and play the song Like and Eagle with Dennis Parker on repeat the entire week. LOUDLY!","","1","🎸 Party/Gathering","",", grid square J11","","","","","",""
"1632","Highlands, grid square L08","L08","SIGN Post 1","Highlands","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1633",", grid square K13","K13","SIGN Post 2","","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","1633","","","","","","","","","",""
"1634","Highlands, grid square O10","O10","Glittering gold & Trinkets","Highlands","10","sound-camp","233","50","Lost in the dust and blinded by the noon sun? Follow the shimmer to Glittering Gold & Trinkets. We are a sensory oasis of shiny things, clinking treasures, and open hearts. Step inside our gilded canopy to trade a story for a charm, lounge on plush carpets, or find that perfect piece of playa flair ","","1","🎲 Games/Play","","Highlands, grid square O10","","","","","",""
"1635",", grid square N24","N24","Matti`s FreeCamp","","1","normal-camp","102","50","tba","","","","","","","","","","",""
"1637","Forest Cave, grid square J23","J23","The drop","Forest Cave","0","art","14","0","The drop is a giant shiny suspended sculpture that looks like it’s about to descend from space into the Alversjö playground – and when burners turn the lever, it sounds like it too.

Day vs Night: During the day, the drop is shiny like an oil drop - suspended in the air steel the is futuristic and surreal. At night, it appears blue like a water drop, due to the silver/blue lighting, which creates a silver lining/halo effect around the border of the drop – making it water-like. It is both mystical, hopeful, earthly and at the same time, alien-like in appearance. Changing the lights to yellow and red, it also looks to be a burning flame.","","1","🎨 Art/Installation","","Forest Cave, grid square J23","","","","","",""
"1638","Arctic chill, grid square M08","M08","Jon & Sanzi","Arctic chill","2","normal-camp","63","10","Home on wheels. Much pimped, of course &lt;3","","","","","","","","","","",""
"1640","Arctic chill, grid square O05","O05","SleepMan","Arctic chill","2","normal-camp","9","0","2 people. Sleep at 22.00. ","","","","","","","","","","",""
"1643","Highlands, grid square P10","P10","The secret outpost","Highlands","4","other","23","0","A secret point on the hill","","","","","","","","","","",""
"1644","Arctic chill, grid square L07","L07","Cosmic Chaos Camp","Arctic chill","7","normal-camp","92","16","possibilities in progress, possibly sleeping, and offering 60m down south","","","","","","","","","","",""
"1645","Highlands, grid square N11","N11","The secret outpost #2","Highlands","4","other","64","0","You never know what inside","","","","","","","","","","",""
"1646","Arctic chill, grid square N05","N05","Camp babu","Arctic chill","7","normal-camp","89","20","4 adults and 3 kids ","","","","","","","","","","",""
"1647","Swamp, grid square S20","S20","DeMandy, DeNial & the Major Bitches","Swamp","3","normal-camp","95","24","Clinically Emotional Heart Quarters","","","","","","","","","","",""
"1649","Sunny Hills, grid square I23","I23","Good Vibes","Sunny Hills","6","normal-camp","197","40","Good Vibes only, Music and Chill","1649","","","","","","","","","",""
"1651","Lowlands, grid square Q11","Q11","Erin's soft cave","Lowlands","1","normal-camp","66","0","My tent where I will sleep and hang out","","","","","","","","","","",""
"1653","Lowlands, grid square T11","T11","The PlayPen","Lowlands","2","normal-camp","139","30","A very tiny and private play space that can be used by others as well.","","","","","","","","","","",""
"1654","Lowlands, grid square Q09","Q09","Kidsville Tents","Lowlands","64","normal-camp","644","0","Tent City","","","","","","","","","","",""
"1655","Far Flung Field, grid square Z08","Z08","Ducks","Far Flung Field","4","normal-camp","27","0","We are ducks bringing ducklings, who bring ducklings","","","","","","","","","","",""
"1657","Bison - South, grid square N22","N22","Brus & Bossa","Bison - South","1","normal-camp","23","6","Brus (mocktails including electrolytes, vitamins and minerals), Bossa (rejuvenating music), BBQ, fresh tobacco, snus and snacks. Also emotional support bear and friendly neighbour","","","","","","","","","","",""
"1658","Wedge, grid square R22","R22","Piazza","Wedge","0","other","24","25","This is the upper part of the Cuddle Cove Piazza. Not an ""empty"" space for placing camps!

Cuddle Cove Shuffle -channel on Discord:
https://discord.com/channels/932714386286575736/1505648243315576913","","","","","","","","","","",""
"1661","Arctic chill, grid square M06","M06","Adventurlanders","Arctic chill","2","normal-camp","60","0","This is the virgins James and caro Camp 💛
You are welcome here to have canelazo (traditional Colombian beverage with panela (sugar cane) and aguardiente - if it’s cold) or Tilo (similar traditional Colombian beverage without alcohol - if it’s hot!) ","","","","","","","","","","",""
"1662","Far Flung Field, grid square Z09","Z09","Rest & digest","Far Flung Field","6","normal-camp","139","70","Eating meat and resting after hardcore adventure.","","","","","","","","","","",""
"1663",", grid square H12","H12","The Listening Forest","","0","art","82","2","The Listening Forest is a place for sound installations and other listening experiences.
","","1","🎨 Art/Installation","",", grid square H12","","","","","",""
"1665","Highlands, grid square O10","O10","Totodiles mom","Highlands","2","normal-camp","39","10","Chill living space with fun installations and the ocational sound burst.","","","","","","","","","","",""
"1666","Bison - South, grid square O23","O23","Cuddle House","Bison - South","2","normal-camp","93","0","Welcome to the cuddle house!
A cute place for those loving soft blankets, LOTS of plushies (squishmallows) and chill music under colorful fairy lights &lt;3 Open for everyone whenever you least expect it!","","","","","","","","","","",""
"1668","Highlands, grid square O10","O10","Now here camp","Highlands","2","normal-camp","39","0","RV and 4 people","","","","","","","","","","",""
"1670","Highlands, grid square M09","M09","Java the Hut","Highlands","13","public-offering","306","20","Enjoy Borderland's best thrift shop! And Java the Hut's camping grounds.","","1","🎀 Crafting/Pimping/Arting","","Highlands, grid square M09","","","","","",""
"1672",", grid square N25","N25","The school of Life","","4","normal-camp","130","30","Small camp with a big communal tent that will serve as a chillpoint/hangout space for freecampers camping in the area and anyone who wants to chill there.","","","","","","","","","","",""
"1673","Lowlands, grid square S11","S11","Diva Van","Lowlands","3","other","156","0","The Diva's live here. 💅","","","","","","","","","","",""
"1675","The Villa, grid square K15","K15","IcKEA","The Villa","2","normal-camp","24","0","Sleeper van for two Girls who don’t snore ","","","","","","","","","","",""
"1676","Muumin Valley, grid square E12","E12","From Lofoten with love","Muumin Valley","6","normal-camp","136","0","A Brazilian-Norwegian sleeping camp","","","","","","","","","","",""
"1678","Bison - North, grid square N19","N19","The social experiment","Bison - North","4","normal-camp","36","0","Offering conversations that transform","","1","🔮 Ritual/Ceremony","","Bison - North, grid square N19","","","","","",""
"1688","Downtown, grid square N19","N19","Varnattsrum","Downtown","4","public-offering","62","0","","","","","","","","","","","",""
"1689","Swamp, grid square U17","U17","Bristol Crew","Swamp","5","normal-camp","103","10","Small gathering of UK friends","","","","","","","","","","",""
"1690","Forest Cave, grid square L22","L22","The Temple of Digital Oblivion","Forest Cave","0","art","9","8","The Temple of Digital Oblivion is a place to let go of your digital memories. You discover a shrine in the forest. You choose a picture and upload it to the installation (thanks to an app that you can pre-download or get on site via wifi). The picture is projected onto a wall of mist and once it dissolves, the photo gets deleted on your phone

This installation is very likely to move somewhere totally elsewhere","","1","🎨 Art/Installation","","Forest Cave, grid square L22","","","","","",""
"1691",", grid square L03","L03","Camp BS","","2","other","81","0","Caravan for the Security","","","","","","","","","","",""
"1692","Eastern Slope, grid square W15","W15","Blinkfuck Baddies","Eastern Slope","2","normal-camp","14","4","","","","","","","","","","","",""
"1693","Wedge, grid square R21","R21","Barkets Tält","Wedge","5","normal-camp","70","12","Small camp for 5 people. We will make sure to squeeze together so we keep safe distances.","","","","","","","","","","",""
"1694","Arctic chill, grid square N03","N03","Lilla K, caravan for 2 people","Arctic chill","2","normal-camp","30","0","Just a small velvet black caravan","","","","","","","","","","",""
"1696","Highlands, grid square L13","L13","Camp Nothing Suspicious Here","Highlands","20","public-offering","765","70","We will be offering a number of things, a spy bar, a bubble trouble experience, some shape shifting shows and so on. This will also be a coy hang out space. ","","1","🎲 Games/Play","","Highlands, grid square L13","","","","","",""
"1697","Lowlands, grid square S11","S11","sydfyn","Lowlands","10","normal-camp","114","10","Small cozy camp. ","","","","","","","","","","",""
"1698","Eastern Slope, grid square W18","W18","Pussy Juice","Eastern Slope","7","public-offering","200","10","Placement for pimp My parts dream and the pussy juice camp. A playful, juicy oasis of sparkle and chaotic kitten energy","1698","1","","","","","","","","",""
"1699","Swamp, grid square S17","S17","Fire Brigade's Fire Space","Swamp","0","public-offering","178","500","Space for fire performances & audience.","1699","1","","","","","","","","",""
"1700","Lowlands, grid square S10","S10","CCC on tour","Lowlands","18","normal-camp","226","0","From Nest, may well get deleted after a meeting.","","","","","","","","","","",""
"1704","Eastern Slope, grid square V19","V19","Room Of Requirement","Eastern Slope","5","public-offering","42","0","A room of requirement for public offerings","1704","","","","","","","","","",""
"1705","Eastern Slope, grid square V19","V19","Confession booth","Eastern Slope","3","public-offering","43","0","Come in with a secret, leave lighter","","1","🔮 Ritual/Ceremony","","Eastern Slope, grid square V19","","","","","",""
"1706","Bison - South, grid square M24","M24","CCC Maybe","Bison - South","15","normal-camp","703","20","","","","","","","","","","","",""
"1711","Lowlands, grid square Q10","Q10","I am that I am","Lowlands","2","normal-camp","75","0","Your resident crack squad of ammers (liquid dispensing  civil engineers), a tent, and their kettle. (And a small soft-edged camper).","","","","","","","","","","",""
"1713","Swamp, grid square U18","U18","Suggar titts","Swamp","6","other","78","10","Sugar titties for life","","","","","","","","","","",""
"1716","Arctic chill, grid square L08","L08","Camp sauna van and the crew","Arctic chill","4","normal-camp","110","38","We have a sauna van that needs about 3x6 m of space, one tent of 4x6 m and another tent of 5x5 m","","","","","","","","","","",""
"1720","Eastern Slope, grid square V20","V20","irrbloss","Eastern Slope","4","normal-camp","120","5","camping ","","","","","","","","","","",""
"1725",", grid square ","","delete","","0","","15","0","","","","","","","","","","","",""
"1726","Arctic chill, grid square L07","L07","Shananigans","Arctic chill","6","normal-camp","142","0","Pure Shanaigans. Good vibes, hype team, and a smiling face everywhere you turn. bringing joyful suprises to the playa and sharing our bubbling joy. ","","","","","","","","","","",""
"1727","Swamp, grid square U17","U17","Singematographyliciousness","Swamp","10","normal-camp","191","70","chill camp with chill people, we will offer some chill music at chill soundlevels,
also cinema nights and karaoke nights!","","","","","","","","","","",""
"1729","Lowlands, grid square Q11","Q11","Foxhole Campers Vans","Lowlands","0","normal-camp","310","0","We have a LOT of people sleeping in vans this year, so need extra space","","","","","","","","","","",""
"1734","Bison - South, grid square O23","O23","The Imaginarium","Bison - South","0","public-offering","9","0","The space for you to come, sit and draw/paint whatever is in your mind.
Sit and sketch, Paint on their own surface (canvas, cloth, paper) or contribute to a shared painting.
Leave something behind or take your new creation with you.
The only rule is to keep the space clean for others to use.","1734","1","","","","","","","","",""
"1737",", grid square S23","S23","Universe's Hideout","","2","other","16","0","One tent for 2 people","","","","","","","","","","",""
"1739","Downtown, grid square N19","N19","Jesters sleepy weepy enclave","Downtown","10","normal-camp","99","0","additional sleeping spaces for the jesters","","","","","","","","","","",""
"1740","Arctic chill, grid square O07","O07","FreakAmpers","Arctic chill","2","normal-camp","26","5","Just a tent. ","","","","","","","","","","",""
"1744","Swamp, grid square S20","S20","Booboos","Swamp","4","normal-camp","97","0","Cuddly cozy space for cosmic cats","","","","","","","","","","",""
"1745","Lowlands, grid square S11","S11","JumaWorld","Lowlands","2","normal-camp","33","0","Love birds who will be happy to listen to your kinkiest stories.
We’ll keep safety distance from our neighboring camps.","","","","","","","","","","",""
"1746","Far Flung Field, grid square X10","X10","Another oner","Far Flung Field","1","normal-camp","9","0","Sleeping space for one","","","","","","","","","","",""
"1749","Arctic chill, grid square M07","M07","Camp Entropy","Arctic chill","3","normal-camp","83","10","Where the unpredictable happens. It could be a pop up art project, espresso at midnight or a deep dive soul searching tête-à-tête.","","","","","","","","","","",""
"1752","Arctic chill, grid square M04","M04","Ruhama and Co.","Arctic chill","4","normal-camp","63","0","","","","","","","","","","","",""
"1756","Highlands, grid square L10","L10","Secret Spot","Highlands","4","public-offering","105","0","4 happy campers offering Concious Cosmetics testing, relaxing kundalini massages, and soulful private partner dance classes.","","1","🫖 Care/Support/Pampering","","Highlands, grid square L10","","","","","",""
"1757","Forest Cave, grid square J22","J22","Almost-a-bridge","Forest Cave","0","art","41","0","Almost a bridge. Almost connecting till Hills and the temple area. Not for human consumption","","1","🎨 Art/Installation","","Forest Cave, grid square J22","","","","","",""
"1758","Downtown, grid square L17","L17","SIGN Post 3","Downtown","0","art","1","0","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1759","Far Flung Field, grid square W10","W10","Sleeping tent","Far Flung Field","1","normal-camp","6","0","Tent for sleeping","","","","","","","","","","",""
"1760","Lowlands, grid square S11","S11","Erin's soft cave 2","Lowlands","0","normal-camp","61","0","","","","","","","","","","","",""
"1761","Downtown, grid square K20","K20","SIGN Post 4","Downtown","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1762","Downtown, grid square L21","L21","SIGN Post 5","Downtown","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1763","Bison - North, grid square O22","O22","SIGN Post 6","Bison - North","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1764","Wedge, grid square Q21","Q21","SIGN Post 7","Wedge","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1765",", grid square O19","O19","SIGN Post 8","","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1768","Swamp, grid square S17","S17","SIGN Post 9","Swamp","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1769","Missing Piece, grid square R14","R14","SIGN Post 10","Missing Piece","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1770",", grid square P08","P08","SIGN Post 11","","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1771","Muumin Valley, grid square F07","F07","SIGN Post 12","Muumin Valley","0","art","1","2","Official SIGN provider on BL - Each SIGN post is a 2,5 m. tall pole with direction signs on, leading to: Areas, toilets, water, sanctuary etc. Visible by night with UV lights.","","","","","","","","","","",""
"1772","Arctic chill, grid square M05","M05","Eiks slumber domain","Arctic chill","3","normal-camp","51","10","
Normal camp with a family of three people. Will not be using power nor anything else. Friends with the LaLaCamp, so we foresee no distance between our camps. ","","","","","","","","","","",""
"1773","Highlands, grid square N09","N09","Heart Shaped Donut","Highlands","2","normal-camp","17","0","DEAR OWNER OF THIS SHAPE, you had placed yourself in the fire road, please notice that I have moved your shape","","","","","","","","","","",""
"1774","Far Flung Field, grid square Y07","Y07","Grenaudden","Far Flung Field","1","normal-camp","10","0","Just me and my tent","","","","","","","","","","",""
"1775","Arctic chill, grid square N06","N06","Knotty by Nature","Arctic chill","2","normal-camp","31","0","I like trees.","","","","","","","","","","",""
"1776",", grid square O24","O24","NETU Department of Questionable Engineering","","2","normal-camp","90","5","One couples hideout place. One caravan and a small tent. ","","","","","","","","","","",""
"1777","Downtown, grid square L21","L21","Inner-Child","Downtown","8","normal-camp","179","20","Bring out the child energies of ourselves","","","","","","","","","","",""
"1779","Highlands, grid square N11","N11","Siri and Ava's magical ratcave","Highlands","2","normal-camp","6","0","The rats have arrived, come hang and cherish the goddess with us","","","","","","","","","","",""
"1780","Highlands, grid square N12","N12","Goddess temple","Highlands","2","normal-camp","5","0","a little goddess temple","","","","","","","","","","",""
"1781","Far Flung Field, grid square V07","V07","Van in the woods","Far Flung Field","2","normal-camp","18","0","This is a sleeping spot for 2-3 people.","","","","","","","","","","",""
"1782","Far Flung Field, grid square X10","X10","Easy freecampers","Far Flung Field","6","normal-camp","60","0","Small camp of 6 chill people","","","","","","","","","","",""
"1784","Lowlands, grid square S11","S11","Trifecta","Lowlands","5","normal-camp","40","12","The old council of free(campers)

5 personal tents + small kitchen and lounge gazebo. We’ll keep safety distance from our neighboring camps. Come hang out with us! ","","","","","","","","","","",""
"1785","Eastern Slope, grid square W17","W17","Willynilly","Eastern Slope","4","normal-camp","82","0","A camp for all the willynillys out there to rest and sleep in.","","","","","","","","","","",""
"1786","Highlands, grid square N11","N11","Period Palace ","Highlands","0","public-offering","37","30","A great place to change your tampon ","1786","1","","","","","","","","",""
"1787","Bison - South, grid square P22","P22","Bless and song","Bison - South","2","normal-camp","34","0","Van camp","","","","","","","","","","",""
"1788","Power Hill, grid square K20","K20","Department of Muddy Vehicles","Power Hill","7","public-offering","90","20","DMV Garage. This is where Muddy Vehicles gets inspected and fixed ","","1","🪼 Weird shit/Other","","Power Hill, grid square K20","","","","","",""
